,Disease,CombinedColumn,Drug Reaction,Specialities
661,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Hepatitis C,Hepatologist
662,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Hepatitis E,Hepatologist
663,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Hepatitis D,Hepatologist
664,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Alcoholic hepatitis,Hepatologist
665,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Malaria,Internal Medcine
666,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Dengue,Internal Medcine
667,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Migraine,Neurologist
668,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Cervical spondylosis,Neurologist
669,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Paralysis (brain hemorrhage),Neurologist
670,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",AIDS,Osteopathic
671,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
672,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Common Cold,Otolaryngologist
673,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Typhoid,Pediatrician
674,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Varicose veins,Phlebologist
675,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Bronchial Asthma,Pulmonologist
676,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Pneumonia,Pulmonologist
677,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Osteoarthristis,Rheumatologists
678,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Arthritis,Rheumatologists
679,Dimorphic hemmorhoids(piles),"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",Tuberculosis,Tuberculosis
680,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Allergy,Allergist
681,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hypertension ,Cardiologist
682,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Heart attack,Cardiologist
683,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Psoriasis,Dermatologist
684,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Chicken pox,Dermatologist
685,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Acne,Dermatologist
686,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Impetigo,Dermatologist
687,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Fungal infection,Dermatologist
688,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hypothyroidism,Endocrinologist
689,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Diabetes ,Endocrinologist
690,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hypoglycemia,Endocrinologist
691,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hyperthyroidism,Endocrinologist
692,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",GERD,Gastroenterologist
693,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Peptic ulcer diseae,Gastroenterologist
694,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Jaundice,Gastroenterologist
695,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Dimorphic hemmorhoids(piles),Gastroenterologist 
696,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Gastroenteritis,Gastroenterologist
697,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Urinary tract infection,Gynecologist
698,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Chronic cholestasis,Hepatologist
699,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",hepatitis A,Hepatologist
700,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hepatitis B,hepatologist
701,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hepatitis C,Hepatologist
702,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hepatitis E,Hepatologist
703,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Hepatitis D,Hepatologist
704,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Alcoholic hepatitis,Hepatologist
705,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Malaria,Internal Medcine
706,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Dengue,Internal Medcine
707,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Migraine,Neurologist
708,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Cervical spondylosis,Neurologist
709,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Paralysis (brain hemorrhage),Neurologist
710,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",AIDS,Osteopathic
711,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
712,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Common Cold,Otolaryngologist
713,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Typhoid,Pediatrician
714,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Varicose veins,Phlebologist
715,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Bronchial Asthma,Pulmonologist
716,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Pneumonia,Pulmonologist
717,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Osteoarthristis,Rheumatologists
718,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Arthritis,Rheumatologists
719,Common Cold,"drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",Tuberculosis,Tuberculosis
720,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Allergy,Allergist
721,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hypertension ,Cardiologist
722,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Heart attack,Cardiologist
723,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Psoriasis,Dermatologist
724,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Chicken pox,Dermatologist
725,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Acne,Dermatologist
726,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Impetigo,Dermatologist
727,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Fungal infection,Dermatologist
728,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hypothyroidism,Endocrinologist
729,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Diabetes ,Endocrinologist
730,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hypoglycemia,Endocrinologist
731,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hyperthyroidism,Endocrinologist
732,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",GERD,Gastroenterologist
733,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Peptic ulcer diseae,Gastroenterologist
734,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Jaundice,Gastroenterologist
735,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Dimorphic hemmorhoids(piles),Gastroenterologist 
736,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Gastroenteritis,Gastroenterologist
737,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Urinary tract infection,Gynecologist
738,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Chronic cholestasis,Hepatologist
739,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",hepatitis A,Hepatologist
740,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hepatitis B,hepatologist
741,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hepatitis C,Hepatologist
742,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hepatitis E,Hepatologist
743,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Hepatitis D,Hepatologist
744,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Alcoholic hepatitis,Hepatologist
745,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Malaria,Internal Medcine
746,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Dengue,Internal Medcine
747,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Migraine,Neurologist
748,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Cervical spondylosis,Neurologist
749,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Paralysis (brain hemorrhage),Neurologist
750,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",AIDS,Osteopathic
751,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
752,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Common Cold,Otolaryngologist
753,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Typhoid,Pediatrician
754,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Varicose veins,Phlebologist
755,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Bronchial Asthma,Pulmonologist
756,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Pneumonia,Pulmonologist
757,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Osteoarthristis,Rheumatologists
758,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Arthritis,Rheumatologists
759,Chicken pox,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",Tuberculosis,Tuberculosis
760,Cervical spondylosis,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Allergy,Allergist
761,Cervical spondylosis,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Hypertension ,Cardiologist
762,Cervical spondylosis,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Heart attack,Cardiologist
763,Cervical spondylosis,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Psoriasis,Dermatologist
764,Cervical spondylosis,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Chicken pox,Dermatologist
765,Cervical spondylosis,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Acne,Dermatologist
766,Cervical spondylosis,"use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",Impetigo,Dermatologist
