Disease,Precautions,Symptoms,Specialities
Heart attack,call ambulance chew swallow asprin keep calm nan,Hepatitis B,hepatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Hepatitis C,Hepatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Hepatitis E,Hepatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Hepatitis D,Hepatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Alcoholic hepatitis,Hepatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Malaria,Internal Medcine
Heart attack,call ambulance chew swallow asprin keep calm nan,Dengue,Internal Medcine
Heart attack,call ambulance chew swallow asprin keep calm nan,Migraine,Neurologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Cervical spondylosis,Neurologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Paralysis (brain hemorrhage),Neurologist
Heart attack,call ambulance chew swallow asprin keep calm nan,AIDS,Osteopathic
Heart attack,call ambulance chew swallow asprin keep calm nan,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Common Cold,Otolaryngologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Typhoid,Pediatrician
Heart attack,call ambulance chew swallow asprin keep calm nan,Varicose veins,Phlebologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Bronchial Asthma,Pulmonologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Pneumonia,Pulmonologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Osteoarthristis,Rheumatologists
Heart attack,call ambulance chew swallow asprin keep calm nan,Arthritis,Rheumatologists
Heart attack,call ambulance chew swallow asprin keep calm nan,Tuberculosis,Internist
Pneumonia,consult doctor medication rest follow,Allergy,Allergist
Pneumonia,consult doctor medication rest follow,Hypertension ,Cardiologist
Pneumonia,consult doctor medication rest follow,Heart attack,Cardiologist
Pneumonia,consult doctor medication rest follow,Psoriasis,Dermatologist
Pneumonia,consult doctor medication rest follow,Chicken pox,Dermatologist
Pneumonia,consult doctor medication rest follow,Acne,Dermatologist
Pneumonia,consult doctor medication rest follow,Impetigo,Dermatologist
Pneumonia,consult doctor medication rest follow,Fungal infection,Dermatologist
Pneumonia,consult doctor medication rest follow,Hypothyroidism,Endocrinologist
Pneumonia,consult doctor medication rest follow,Diabetes ,Endocrinologist
Pneumonia,consult doctor medication rest follow,Hypoglycemia,Endocrinologist
Pneumonia,consult doctor medication rest follow,Hyperthyroidism,Endocrinologist
Pneumonia,consult doctor medication rest follow,GERD,Gastroenterologist
Pneumonia,consult doctor medication rest follow,Peptic ulcer diseae,Gastroenterologist
Pneumonia,consult doctor medication rest follow,Jaundice,Gastroenterologist
Pneumonia,consult doctor medication rest follow,Dimorphic hemmorhoids(piles),Gastroenterologist
Pneumonia,consult doctor medication rest follow,Gastroenteritis,Gastroenterologist
Pneumonia,consult doctor medication rest follow,Urinary tract infection,Gynecologist
Pneumonia,consult doctor medication rest follow,Chronic cholestasis,Hepatologist
Pneumonia,consult doctor medication rest follow,hepatitis A,Hepatologist
Pneumonia,consult doctor medication rest follow,Hepatitis B,hepatologist
Pneumonia,consult doctor medication rest follow,Hepatitis C,Hepatologist
Pneumonia,consult doctor medication rest follow,Hepatitis E,Hepatologist
Pneumonia,consult doctor medication rest follow,Hepatitis D,Hepatologist
Pneumonia,consult doctor medication rest follow,Alcoholic hepatitis,Hepatologist
Pneumonia,consult doctor medication rest follow,Malaria,Internal Medcine
Pneumonia,consult doctor medication rest follow,Dengue,Internal Medcine
Pneumonia,consult doctor medication rest follow,Migraine,Neurologist
Pneumonia,consult doctor medication rest follow,Cervical spondylosis,Neurologist
Pneumonia,consult doctor medication rest follow,Paralysis (brain hemorrhage),Neurologist
Pneumonia,consult doctor medication rest follow,AIDS,Osteopathic
Pneumonia,consult doctor medication rest follow,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Pneumonia,consult doctor medication rest follow,Common Cold,Otolaryngologist
Pneumonia,consult doctor medication rest follow,Typhoid,Pediatrician
Pneumonia,consult doctor medication rest follow,Varicose veins,Phlebologist
Pneumonia,consult doctor medication rest follow,Bronchial Asthma,Pulmonologist
Pneumonia,consult doctor medication rest follow,Pneumonia,Pulmonologist
Pneumonia,consult doctor medication rest follow,Osteoarthristis,Rheumatologists
Pneumonia,consult doctor medication rest follow,Arthritis,Rheumatologists
Pneumonia,consult doctor medication rest follow,Tuberculosis,Internist
Arthritis,exercise use hot cold therapy try acupuncture massage,Allergy,Allergist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hypertension ,Cardiologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Heart attack,Cardiologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Psoriasis,Dermatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Chicken pox,Dermatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Acne,Dermatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Impetigo,Dermatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Fungal infection,Dermatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hypothyroidism,Endocrinologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Diabetes ,Endocrinologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hypoglycemia,Endocrinologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hyperthyroidism,Endocrinologist
Arthritis,exercise use hot cold therapy try acupuncture massage,GERD,Gastroenterologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Peptic ulcer diseae,Gastroenterologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Jaundice,Gastroenterologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Dimorphic hemmorhoids(piles),Gastroenterologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Gastroenteritis,Gastroenterologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Urinary tract infection,Gynecologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Chronic cholestasis,Hepatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,hepatitis A,Hepatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hepatitis B,hepatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hepatitis C,Hepatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hepatitis E,Hepatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Hepatitis D,Hepatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Alcoholic hepatitis,Hepatologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Malaria,Internal Medcine
Arthritis,exercise use hot cold therapy try acupuncture massage,Dengue,Internal Medcine
Arthritis,exercise use hot cold therapy try acupuncture massage,Migraine,Neurologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Cervical spondylosis,Neurologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Paralysis (brain hemorrhage),Neurologist
Arthritis,exercise use hot cold therapy try acupuncture massage,AIDS,Osteopathic
Arthritis,exercise use hot cold therapy try acupuncture massage,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Common Cold,Otolaryngologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Typhoid,Pediatrician
Arthritis,exercise use hot cold therapy try acupuncture massage,Varicose veins,Phlebologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Bronchial Asthma,Pulmonologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Pneumonia,Pulmonologist
Arthritis,exercise use hot cold therapy try acupuncture massage,Osteoarthristis,Rheumatologists
Arthritis,exercise use hot cold therapy try acupuncture massage,Arthritis,Rheumatologists
Arthritis,exercise use hot cold therapy try acupuncture massage,Tuberculosis,Internist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Allergy,Allergist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hypertension ,Cardiologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Heart attack,Cardiologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Psoriasis,Dermatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Chicken pox,Dermatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Acne,Dermatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Impetigo,Dermatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Fungal infection,Dermatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hypothyroidism,Endocrinologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Diabetes ,Endocrinologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hypoglycemia,Endocrinologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hyperthyroidism,Endocrinologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,GERD,Gastroenterologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Peptic ulcer diseae,Gastroenterologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Jaundice,Gastroenterologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Dimorphic hemmorhoids(piles),Gastroenterologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Gastroenteritis,Gastroenterologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Urinary tract infection,Gynecologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Chronic cholestasis,Hepatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,hepatitis A,Hepatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hepatitis B,hepatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hepatitis C,Hepatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hepatitis E,Hepatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Hepatitis D,Hepatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Alcoholic hepatitis,Hepatologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Malaria,Internal Medcine
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Dengue,Internal Medcine
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Migraine,Neurologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Cervical spondylosis,Neurologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Paralysis (brain hemorrhage),Neurologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,AIDS,Osteopathic
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Common Cold,Otolaryngologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Typhoid,Pediatrician
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Varicose veins,Phlebologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Bronchial Asthma,Pulmonologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Pneumonia,Pulmonologist
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Osteoarthristis,Rheumatologists
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Arthritis,Rheumatologists
Gastroenteritis,stop eating solid food try taking small sip water rest ease back eating,Tuberculosis,Internist
Tuberculosis,cover mouth consult doctor medication rest,Allergy,Allergist
Tuberculosis,cover mouth consult doctor medication rest,Hypertension ,Cardiologist
Tuberculosis,cover mouth consult doctor medication rest,Heart attack,Cardiologist
Tuberculosis,cover mouth consult doctor medication rest,Psoriasis,Dermatologist
Tuberculosis,cover mouth consult doctor medication rest,Chicken pox,Dermatologist
Tuberculosis,cover mouth consult doctor medication rest,Acne,Dermatologist
Tuberculosis,cover mouth consult doctor medication rest,Impetigo,Dermatologist
Tuberculosis,cover mouth consult doctor medication rest,Fungal infection,Dermatologist
Tuberculosis,cover mouth consult doctor medication rest,Hypothyroidism,Endocrinologist
Tuberculosis,cover mouth consult doctor medication rest,Diabetes ,Endocrinologist
Tuberculosis,cover mouth consult doctor medication rest,Hypoglycemia,Endocrinologist
Tuberculosis,cover mouth consult doctor medication rest,Hyperthyroidism,Endocrinologist
Tuberculosis,cover mouth consult doctor medication rest,GERD,Gastroenterologist
Tuberculosis,cover mouth consult doctor medication rest,Peptic ulcer diseae,Gastroenterologist
Tuberculosis,cover mouth consult doctor medication rest,Jaundice,Gastroenterologist
Tuberculosis,cover mouth consult doctor medication rest,Dimorphic hemmorhoids(piles),Gastroenterologist
Tuberculosis,cover mouth consult doctor medication rest,Gastroenteritis,Gastroenterologist
Tuberculosis,cover mouth consult doctor medication rest,Urinary tract infection,Gynecologist
Tuberculosis,cover mouth consult doctor medication rest,Chronic cholestasis,Hepatologist
Tuberculosis,cover mouth consult doctor medication rest,hepatitis A,Hepatologist
Tuberculosis,cover mouth consult doctor medication rest,Hepatitis B,hepatologist
Tuberculosis,cover mouth consult doctor medication rest,Hepatitis C,Hepatologist
Tuberculosis,cover mouth consult doctor medication rest,Hepatitis E,Hepatologist
Tuberculosis,cover mouth consult doctor medication rest,Hepatitis D,Hepatologist
Tuberculosis,cover mouth consult doctor medication rest,Alcoholic hepatitis,Hepatologist
Tuberculosis,cover mouth consult doctor medication rest,Malaria,Internal Medcine
Tuberculosis,cover mouth consult doctor medication rest,Dengue,Internal Medcine
Tuberculosis,cover mouth consult doctor medication rest,Migraine,Neurologist
Tuberculosis,cover mouth consult doctor medication rest,Cervical spondylosis,Neurologist
Tuberculosis,cover mouth consult doctor medication rest,Paralysis (brain hemorrhage),Neurologist
Tuberculosis,cover mouth consult doctor medication rest,AIDS,Osteopathic
Tuberculosis,cover mouth consult doctor medication rest,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Tuberculosis,cover mouth consult doctor medication rest,Common Cold,Otolaryngologist
Tuberculosis,cover mouth consult doctor medication rest,Typhoid,Pediatrician
Tuberculosis,cover mouth consult doctor medication rest,Varicose veins,Phlebologist
Tuberculosis,cover mouth consult doctor medication rest,Bronchial Asthma,Pulmonologist
Tuberculosis,cover mouth consult doctor medication rest,Pneumonia,Pulmonologist
Tuberculosis,cover mouth consult doctor medication rest,Osteoarthristis,Rheumatologists
Tuberculosis,cover mouth consult doctor medication rest,Arthritis,Rheumatologists
Tuberculosis,cover mouth consult doctor medication rest,Tuberculosis,Internist
